iso_code,continent,location
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
AFG,Asia,Afghanistan
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
ALB,Europe,Albania
