Row_ID,Order_ID,Customer_ID,Product_ID,Sales,Quantity,Sales_per_Unit,Discount,Profit,Profit_per_Unit,Costs,Cost_Per_Unit,Shipping_Cost,ShippingCost_per_Unit
220,US-2011-128776,RR-19525,TEC-PH-10002815,1696.64,5,339.328,0.2,-148.46,-29.692,1845.1,369.02,704.06,140.812
10648,ES-2012-5870268,BS-11365,TEC-MA-10000161,2402.865,9,266.985,0.15,763.155,84.795,1639.71,182.19,699.55,77.72777778
32735,CA-2012-139731,JE-15745,FUR-CH-10002024,2453.43,5,490.686,0.3,-350.49,-70.098,2803.92,560.784,690.42,138.084
21286,IN-2011-28087,DP-13105,OFF-AP-10004246,2526.93,5,505.386,0.1,561.48,112.296,1965.45,393.09,689.8,137.96
32543,CA-2011-168494,NP-18700,FUR-TA-10003473,3610.848,12,300.904,0.2,135.4068,11.2839,3475.4412,289.6201,683.12,56.92666667
47905,CG-2011-8610,AH-30,TEC-APP-10000308,3817.26,6,636.21,0,1068.66,178.11,2748.6,458.1,678.15,113.025
36423,CA-2011-160766,DM-13015,TEC-MA-10003979,2799.96,4,699.99,0,1371.9804,342.9951,1427.9796,356.9949,675.15,168.7875
31980,US-2014-168116,GT-14635,TEC-MA-10004125,7999.98,4,1999.995,0.5,-3839.9904,-959.9976,11839.9704,2959.9926,674.82,168.705
15380,ES-2014-2637201,PO-18865,TEC-CO-10000013,4141.02,13,318.54,0,1697.67,130.59,2443.35,187.95,668.96,51.45846154
28046,IN-2011-61302,DL-12865,TEC-PH-10004664,2875.095,5,575.019,0.1,511.095,102.219,2364,472.8,665.27,133.054
21316,ID-2013-63976,JB-16000,TEC-PH-10000499,3200.5962,6,533.4327,0.17,-77.2038,-12.8673,3277.8,546.3,660.87,110.145
29272,IN-2014-37320,BF-11005,TEC-PH-10003856,4518.78,7,645.54,0,632.52,90.36,3886.26,555.18,658.69,94.09857143
25795,IN-2014-76016,VG-21805,FUR-BO-10004852,5667.87,13,435.99,0,2097.03,161.31,3570.84,274.68,658.35,50.64230769
16681,ES-2012-5877219,GT-14710,TEC-PH-10004583,5785.02,9,642.78,0,404.73,44.97,5380.29,597.81,656.73,72.97
15953,IT-2011-3183678,ZC-21910,OFF-AP-10000486,3018.624,7,431.232,0.2,377.244,53.892,2641.38,377.34,655.91,93.70142857
35395,CA-2011-116904,SC-20095,OFF-BI-10001120,9449.95,5,1889.99,0,4630.4755,926.0951,4819.4745,963.8949,655.61,131.122
13847,IT-2013-3085011,EB-13840,FUR-CH-10003365,2092.5,5,418.5,0.1,720.75,144.15,1371.75,274.35,652.98,130.596
24341,IN-2014-50473,AP-10915,FUR-CH-10000602,2761.2,6,460.2,0,110.34,18.39,2650.86,441.81,644.75,107.4583333
28701,IN-2014-35983,SW-20275,TEC-MA-10002680,2174.13,7,310.59,0,500.01,71.43,1674.12,239.16,637.86,91.12285714
6550,MX-2014-126984,JH-15820,FUR-CH-10000891,3473.14,11,315.74,0,868.12,78.92,2605.02,236.82,634.53,57.68454545
40046,US-2012-163825,LC-16885,OFF-BI-10003527,3050.376,3,1016.792,0.2,1143.891,381.297,1906.485,635.495,632.05,210.6833333
48360,IR-2014-8540,TG-11640,TEC-CAN-10003392,2108.64,8,263.58,0,527.04,65.88,1581.6,197.7,630.97,78.87125
38198,US-2014-135013,HR-14830,TEC-CO-10001449,2399.96,5,479.992,0.2,839.986,167.9972,1559.974,311.9948,630.05,126.01
30190,IN-2011-10286,PB-19210,FUR-BO-10001372,2197.5,5,439.5,0,153.75,30.75,2043.75,408.75,627.27,125.454
42336,MZ-2013-3690,DG-3300,TEC-MOT-10002272,2582.16,4,645.54,0,593.88,148.47,1988.28,497.07,627.17,156.7925
29047,IN-2012-66342,SG-20470,TEC-CO-10004997,1526.52,4,381.63,0,732.72,183.18,793.8,198.45,625.77,156.4425
32941,CA-2012-111829,FH-14365,TEC-CO-10001766,3149.93,7,449.99,0,1480.4671,211.4953,1669.4629,238.4947,617.92,88.27428571
29601,IN-2012-48240,GP-14740,FUR-TA-10000226,1745.34,2,872.67,0,226.86,113.43,1518.48,759.24,616.27,308.135
23499,IN-2014-61792,MW-18220,OFF-AP-10002244,4191.507,9,465.723,0.1,1164.267,129.363,3027.24,336.36,614.34,68.26
35594,CA-2014-129021,PO-18850,TEC-PH-10001459,4367.896,13,335.992,0.2,327.5922,25.1994,4040.3038,310.7926,609.44,46.88
26634,IN-2014-75470,CS-12460,FUR-BO-10001073,3063.27,7,437.61,0,581.91,83.13,2481.36,354.48,609.24,87.03428571
39501,CA-2012-114811,KD-16495,TEC-MA-10000045,4643.8,4,1160.95,0,2229.024,557.256,2414.776,603.694,607.34,151.835
10522,ES-2014-4673578,MS-17980,TEC-PH-10002035,4473,7,639,0,313.11,44.73,4159.89,594.27,604.4,86.34285714
10549,IT-2013-3376681,KC-16675,TEC-PH-10002565,1502.01,9,166.89,0,225.18,25.02,1276.83,141.87,600.21,66.69
25314,IN-2014-66615,DB-13405,FUR-CH-10000027,5049,11,459,0,656.37,59.67,4392.63,399.33,595.5,54.13636364
39977,CA-2013-143805,JD-15895,OFF-AP-10002945,2104.55,7,300.65,0,694.5015,99.2145,1410.0485,201.4355,594.02,84.86
16653,IT-2014-4540740,DK-13090,FUR-BO-10004999,2188.05,5,437.61,0,1050.15,210.03,1137.9,227.58,593.91,118.782
28932,IN-2014-11231,CS-11845,FUR-TA-10001205,1920.36,4,480.09,0,652.92,163.23,1267.44,316.86,592.77,148.1925
8029,MX-2014-154907,EM-14200,TEC-PH-10004196,1704,4,426,0,119.28,29.82,1584.72,396.18,592.73,148.1825
50411,UP-2011-8610,DW-3480,FUR-CHR-10001018,1858.68,4,464.67,0,130.08,32.52,1728.6,432.15,590.56,147.64
21191,IN-2013-40050,AS-10225,FUR-CH-10003232,3298.26,7,471.18,0,1055.25,150.75,2243.01,320.43,589.36,84.19428571
4960,MX-2011-110275,ST-20530,OFF-AP-10001630,2443.48,13,187.96,0,121.94,9.38,2321.54,178.58,589.29,45.33
49085,CG-2013-6110,BW-1065,FUR-HAR-10002873,3808.8,8,476.1,0,1523.52,190.44,2285.28,285.66,588.13,73.51625
21209,IN-2014-30110,LA-16780,FUR-TA-10000687,3427.1496,7,489.5928,0.47,-452.8104,-64.6872,3879.96,554.28,586.57,83.79571429
12161,ES-2012-2058076,AB-10150,TEC-PH-10004505,3441.69,6,573.615,0.1,38.07,6.345,3403.62,567.27,585.25,97.54166667
25438,IN-2014-51950,JH-15820,TEC-PH-10002683,2863.35,5,572.67,0.1,858.9,171.78,2004.45,400.89,581.88,116.376
31806,CA-2012-145352,CM-12385,OFF-BI-10003527,6354.95,5,1270.99,0,3177.475,635.495,3177.475,635.495,581.12,116.224
16988,ES-2013-4670866,BE-11410,TEC-CO-10002269,1487.4,10,148.74,0,728.7,72.87,758.7,75.87,580.98,58.098
24443,IN-2011-62506,SZ-20035,TEC-CO-10002526,3200.04,9,355.56,0,1183.95,131.55,2016.09,224.01,576.71,64.07888889
30199,IN-2011-46413,RM-19375,FUR-CH-10000602,2301,5,460.2,0,91.95,18.39,2209.05,441.81,573.27,114.654
13879,ES-2014-3785216,HG-14845,FUR-CH-10002891,5729.346,14,409.239,0.1,63.546,4.539,5665.8,404.7,572.95,40.925
50788,MO-2014-2000,DP-3105,TEC-CAN-10001437,5301.24,14,378.66,0,2597.28,185.52,2703.96,193.14,568.45,40.60357143
37817,CA-2014-138289,AR-10540,OFF-BI-10004995,5443.96,4,1360.99,0,2504.2216,626.0554,2939.7384,734.9346,567.95,141.9875
38540,CA-2014-118892,TP-21415,FUR-CH-10002024,4416.174,9,490.686,0.3,-630.882,-70.098,5047.056,560.784,566.65,62.96111111
18241,ES-2013-1434123,JB-16000,TEC-PH-10004327,3219.9,5,643.98,0,965.85,193.17,2254.05,450.81,564.25,112.85
23013,ID-2012-78207,AM-10705,OFF-AP-10001621,2487.8088,6,414.6348,0.17,-269.7912,-44.9652,2757.6,459.6,562.14,93.69
45616,MO-2013-8630,AB-255,OFF-HOO-10001881,2266.44,4,566.61,0,113.28,28.32,2153.16,538.29,556.45,139.1125
25026,IN-2012-64774,RP-19270,TEC-CO-10001954,3068.361,9,340.929,0.1,1124.901,124.989,1943.46,215.94,555.77,61.75222222
27962,IN-2013-48765,BK-11260,FUR-BO-10003282,3728.43,9,414.27,0,1192.86,132.54,2535.57,281.73,553.31,61.47888889
26669,IN-2013-69730,JM-15250,TEC-CO-10003102,1581.48,6,263.58,0,0,0,1581.48,263.58,550.74,91.79
29600,IN-2012-48240,GP-14740,TEC-PH-10004664,1916.73,3,638.91,0,498.33,166.11,1418.4,472.8,548.4,182.8
38411,US-2013-102239,LW-16990,FUR-TA-10003392,1685.88,6,280.98,0,320.3172,53.3862,1365.5628,227.5938,548.08,91.34666667
19195,ES-2013-3467296,NZ-18565,OFF-AP-10002552,2432.16,5,486.432,0.1,513.36,102.672,1918.8,383.76,546.9,109.38
46366,CA-2014-6550,SV-10815,TEC-MOT-10000554,3863.88,6,643.98,0,1159.02,193.17,2704.86,450.81,546.56,91.09333333
26731,ID-2013-25742,SC-20695,FUR-CH-10001415,2465.82,7,352.26,0.25,197.19,28.17,2268.63,324.09,546.49,78.07
31278,IN-2012-86698,NC-18625,FUR-TA-10003627,1847.52,2,923.76,0,738.96,369.48,1108.56,554.28,545.89,272.945
12035,ES-2013-2903666,NF-18385,FUR-BO-10001133,2899.89,7,414.27,0,927.78,132.54,1972.11,281.73,541.59,77.37
29149,IN-2012-30446,NZ-18565,FUR-CH-10000027,2891.7,7,413.1,0.1,96.39,13.77,2795.31,399.33,541.57,77.36714286
15896,IT-2012-1779015,PM-18940,TEC-MA-10003515,2016.846,9,224.094,0.15,-0.054,-0.006,2016.9,224.1,540.77,60.08555556
18307,ES-2013-3903130,MZ-17335,OFF-AP-10002904,3155.544,7,450.792,0.1,34.944,4.992,3120.6,445.8,539.94,77.13428571
46257,CG-2013-3470,HM-4980,TEC-MOT-10003348,3856.14,6,642.69,0,1465.2,244.2,2390.94,398.49,533.99,88.99833333
21142,IN-2014-13639,RW-19540,TEC-PH-10001990,3524.472,6,587.412,0.1,861.372,143.562,2663.1,443.85,531.28,88.54666667
10308,ES-2012-2510515,LH-17155,TEC-PH-10002898,2167.296,4,541.824,0.15,790.416,197.604,1376.88,344.22,531.09,132.7725
6776,MX-2012-153157,FH-14365,TEC-PH-10004196,2556,6,426,0,178.92,29.82,2377.08,396.18,530.49,88.415
16948,ES-2011-2585328,KM-16660,TEC-CO-10001633,1469.25,5,293.85,0,308.4,61.68,1160.85,232.17,527.87,105.574
11611,ES-2011-4500805,PO-18865,TEC-PH-10002623,4448.832,8,556.104,0.15,1517.712,189.714,2931.12,366.39,527.85,65.98125
39465,CA-2014-107174,AB-10060,FUR-TA-10004575,2036.86,7,290.98,0,366.6348,52.3764,1670.2252,238.6036,524.76,74.96571429
1873,MX-2013-113824,AB-10060,FUR-BO-10001498,2472.66,9,274.74,0,914.76,101.64,1557.9,173.1,523.47,58.16333333
29120,IN-2013-45076,DB-13060,OFF-AP-10003598,3739.176,8,467.397,0.1,747.816,93.477,2991.36,373.92,522.79,65.34875
11743,IT-2013-5208514,VM-21685,FUR-CH-10001582,2570.865,11,233.715,0.5,-2211.165,-201.015,4782.03,434.73,520.89,47.35363636
35574,US-2013-107440,BS-11365,TEC-MA-10001047,9099.93,7,1299.99,0,2365.9818,337.9974,6733.9482,961.9926,516.91,73.84428571
17522,ES-2012-2314672,DM-13525,TEC-PH-10000505,2875.77,9,319.53,0.5,-1783.08,-198.12,4658.85,517.65,516.63,57.40333333
14721,ES-2012-4765389,NM-18520,FUR-BO-10002003,1741.8,4,435.45,0,261.24,65.31,1480.56,370.14,515.24,128.81
29629,IN-2013-15368,LC-16885,TEC-CO-10001775,1601.64,5,320.328,0.1,587.19,117.438,1014.45,202.89,511.47,102.294
25868,IN-2011-18385,RO-19780,OFF-AP-10000647,3670.8,7,524.4,0,367.08,52.44,3303.72,471.96,510.72,72.96
39399,CA-2012-149846,SB-20185,TEC-MA-10004002,2973.32,7,424.76,0.2,334.4985,47.7855,2638.8215,376.9745,510.18,72.88285714
19559,ES-2013-2757712,EM-14065,TEC-CO-10001926,1900.95,5,380.19,0,589.2,117.84,1311.75,262.35,506.89,101.378
38362,CA-2011-106726,RS-19765,OFF-ST-10001496,1261.33,7,180.19,0,327.9458,46.8494,933.3842,133.3406,506.49,72.35571429
14070,IT-2011-1978668,ON-18715,FUR-CH-10002203,4544.1,11,413.1,0.1,1868.13,169.83,2675.97,243.27,506.27,46.02454545
21306,IN-2013-63773,VS-21820,FUR-BO-10001934,1455.12,4,363.78,0,116.4,29.1,1338.72,334.68,504.56,126.14
21668,IN-2013-10965,CM-12115,TEC-CO-10000562,1943.19,6,323.865,0.1,258.93,43.155,1684.26,280.71,499.62,83.27
37923,CA-2011-145541,TB-21400,TEC-MA-10001127,6999.96,4,1749.99,0,2239.9872,559.9968,4759.9728,1189.9932,499.55,124.8875
40336,CA-2013-117121,AB-10105,OFF-BI-10000545,9892.74,13,760.98,0,4946.37,380.49,4946.37,380.49,498.7,38.36153846
24260,ID-2013-79432,JK-15325,TEC-CO-10002035,1695.87,5,339.174,0.1,-37.83,-7.566,1733.7,346.74,498.62,99.724
13646,IT-2014-4499061,RP-19270,TEC-CO-10004099,1505.979,6,250.9965,0.15,-265.761,-44.2935,1771.74,295.29,498.52,83.08666667
23708,IN-2014-34226,DW-13540,TEC-PH-10003002,1954.17,3,651.39,0,312.66,104.22,1641.51,547.17,498.38,166.1266667
32452,CA-2011-136567,PS-19045,FUR-TA-10001932,2244.48,7,320.64,0,493.7856,70.5408,1750.6944,250.0992,498.14,71.16285714
37722,CA-2013-143714,CC-12370,TEC-CO-10004722,8399.976,4,2099.994,0.4,1119.9968,279.9992,7279.9792,1819.9948,498.08,124.52
40932,CA-2011-151330,TC-21295,FUR-CH-10000749,1628.82,9,180.98,0,260.6112,28.9568,1368.2088,152.0232,496.46,55.16222222
1779,MX-2014-158386,GM-14440,TEC-CO-10004398,1213.18876,7,173.31268,0.002,508.00876,72.57268,705.18,100.74,493.41,70.48714286
23880,IN-2013-30663,SV-20815,TEC-CO-10004535,1590.6,5,318.12,0,572.55,114.51,1018.05,203.61,493.2,98.64
27094,IN-2013-77444,MM-17920,TEC-AC-10000420,2330.64,9,258.96,0,1025.46,113.94,1305.18,145.02,492.79,54.75444444
24424,IN-2014-39077,JK-16120,FUR-BO-10001212,3278.5848,8,409.8231,0.07,140.8248,17.6031,3137.76,392.22,492.28,61.535
22049,ID-2012-60980,EM-14200,TEC-PH-10001670,3741.5238,7,534.5034,0.17,946.6338,135.2334,2794.89,399.27,491.91,70.27285714
34153,CA-2013-128594,DJ-13510,FUR-CH-10001215,1603.136,4,400.784,0.2,100.196,25.049,1502.94,375.735,489.6,122.4
23815,IN-2012-57025,PM-18940,FUR-BO-10004679,3637.602,10,363.7602,0.07,156.402,15.6402,3481.2,348.12,487.86,48.786
8009,MX-2013-157868,AT-10435,OFF-AP-10001776,2455.88,7,350.84,0,785.82,112.26,1670.06,238.58,487.48,69.64
30267,ID-2012-66111,AB-10015,TEC-MA-10003704,1024.68,8,128.085,0.5,-286.92,-35.865,1311.6,163.95,487.32,60.915
33088,CA-2011-120474,RP-19390,FUR-CH-10001854,2807.84,8,350.98,0,673.8816,84.2352,2133.9584,266.7448,487.15,60.89375
40462,CA-2013-100300,MJ-17740,TEC-MA-10000984,4476.8,4,1119.2,0.2,503.64,125.91,3973.16,993.29,485.47,121.3675
2283,MX-2012-164791,PV-18985,TEC-AC-10000376,2297.96,14,164.14,0,988.12,70.58,1309.84,93.56,483.26,34.51857143
17765,IT-2013-1350483,SB-20290,TEC-CO-10003800,2671.41,7,381.63,0,534.24,76.32,2137.17,305.31,483.04,69.00571429
47783,SO-2014-4990,SM-10005,TEC-SAM-10004230,3834,6,639,0,268.38,44.73,3565.62,594.27,481.04,80.17333333
34340,CA-2014-149559,KF-16285,FUR-CH-10002320,2054.272,8,256.784,0.2,256.784,32.098,1797.488,224.686,480.56,60.07
23175,IN-2012-30943,KH-16330,OFF-AP-10002312,3501.7368,8,437.7171,0.17,210.8568,26.3571,3290.88,411.36,479.96,59.995
27693,IN-2014-13324,MP-18175,TEC-PH-10000169,1725.462,3,575.154,0.1,747.612,249.204,977.85,325.95,479.94,159.98
22134,IN-2012-46889,LH-17020,TEC-CO-10000865,1583.7,5,316.74,0,174.15,34.83,1409.55,281.91,479.67,95.934
32998,CA-2012-114069,ND-18370,FUR-CH-10000595,1931.04,9,214.56,0.1,321.84,35.76,1609.2,178.8,477.15,53.01666667
22488,ID-2013-35640,CR-12625,FUR-BO-10000288,2760.345,7,394.335,0.1,-214.725,-30.675,2975.07,425.01,475.34,67.90571429
25678,IN-2011-30292,NC-18625,TEC-AC-10000866,3078.72,12,256.56,0,523.08,43.59,2555.64,212.97,474.44,39.53666667
15376,IT-2011-3675195,GM-14680,OFF-AP-10001623,1983.135,7,283.305,0.5,-1784.895,-254.985,3768.03,538.29,473.27,67.61
15162,ES-2014-2034971,RA-19945,FUR-BO-10003541,1112.778,3,370.926,0.1,296.658,98.886,816.12,272.04,472,157.3333333
18899,ES-2011-1426891,DB-13060,TEC-CO-10004365,3616.5,10,361.65,0,36,3.6,3580.5,358.05,471.92,47.192
32274,CA-2014-159366,BW-11110,TEC-MA-10000822,3059.982,2,1529.991,0.1,679.996,339.998,2379.986,1189.993,471.22,235.61
24160,IN-2013-14773,RF-19735,TEC-PH-10000499,2892.105,5,578.421,0.1,160.605,32.121,2731.5,546.3,470.29,94.058
15812,ES-2012-4934238,JH-15820,TEC-PH-10000800,3263.4,5,652.68,0,848.4,169.68,2415,483,469.29,93.858
31696,CA-2013-108987,AG-10675,FUR-BO-10004834,2396.2656,4,599.0664,0.32,-317.1528,-79.2882,2713.4184,678.3546,469.16,117.29
6449,MX-2014-111941,DM-12955,FUR-TA-10001642,3117.088,13,239.776,0.2,38.948,2.996,3078.14,236.78,466.7,35.9
32382,US-2013-143819,KD-16270,TEC-MA-10003979,4899.93,7,699.99,0,2400.9657,342.9951,2498.9643,356.9949,466.33,66.61857143
4394,MX-2014-152961,BE-11335,OFF-AP-10001041,1888.7,5,377.74,0,887.6,177.52,1001.1,200.22,465.92,93.184
22058,IN-2013-17041,SO-20335,OFF-AP-10002090,3000.78,6,500.13,0,1080.18,180.03,1920.6,320.1,465.63,77.605
19833,ES-2013-4679331,DK-12835,OFF-AP-10002330,3801.63,7,543.09,0,1444.59,206.37,2357.04,336.72,465.02,66.43142857
45807,SA-2014-1270,LC-7050,TEC-CIS-10002344,5211.12,8,651.39,0,1146.24,143.28,4064.88,508.11,463.98,57.9975
30187,IN-2011-10286,PB-19210,FUR-TA-10002153,1356.03,3,452.01,0,311.85,103.95,1044.18,348.06,458.97,152.99
29484,IN-2014-12897,CG-12520,OFF-AP-10004964,3569.643,7,509.949,0.1,674.163,96.309,2895.48,413.64,458.54,65.50571429
34667,CA-2013-134887,TB-21280,TEC-AC-10003832,1287.45,5,257.49,0,244.6155,48.9231,1042.8345,208.5669,457.14,91.428
24015,ID-2014-10076,HG-15025,FUR-BO-10004679,2910.0816,8,363.7602,0.07,125.1216,15.6402,2784.96,348.12,456.32,57.04
20601,ID-2013-70122,AD-10180,FUR-CH-10002061,3126.4002,9,347.3778,0.27,-128.7198,-14.3022,3255.12,361.68,455.71,50.63444444
12051,ES-2011-2257437,BP-11155,TEC-PH-10002759,5276.988,9,586.332,0.1,1758.888,195.432,3518.1,390.9,454.81,50.53444444
25915,ID-2014-63920,AA-10480,TEC-PH-10001699,2645.376,5,529.0752,0.17,-0.024,-0.0048,2645.4,529.08,452.6,90.52
21639,ID-2013-29564,RL-19615,FUR-BO-10001934,1637.01,5,327.402,0.1,-36.39,-7.278,1673.4,334.68,452.28,90.456
39069,CA-2013-108196,CS-12505,TEC-MA-10000418,4499.985,5,899.997,0.7,-6599.978,-1319.9956,11099.963,2219.9926,451.63,90.326
23229,ID-2012-36403,SW-20245,TEC-PH-10001699,2645.376,5,529.0752,0.17,-0.024,-0.0048,2645.4,529.08,451.03,90.206
33921,CA-2014-127180,TA-21385,TEC-PH-10001494,2399.6,8,299.95,0,647.892,80.9865,1751.708,218.9635,449.45,56.18125
20674,IN-2011-19351,BW-11110,FUR-TA-10001889,3238.305,5,647.661,0.3,-740.295,-148.059,3978.6,795.72,449.18,89.836
11331,ES-2014-5842530,YC-21895,FUR-BO-10000490,2291.814,7,327.402,0.1,127.134,18.162,2164.68,309.24,448.91,64.13
58,MX-2011-137897,JM-15580,TEC-PH-10000018,2124.5,5,424.9,0,488.6,97.72,1635.9,327.18,447.66,89.532
45091,BO-2014-8960,MZ-7335,FUR-HON-10003533,2757.78,6,459.63,0,744.48,124.08,2013.3,335.55,446.33,74.38833333
18990,ES-2013-2220066,JF-15295,TEC-AC-10001949,1549.98,6,258.33,0,139.32,23.22,1410.66,235.11,443.92,73.98666667
35425,CA-2011-127299,JL-15835,TEC-MA-10001127,2624.985,3,874.995,0.5,-944.9946,-314.9982,3569.9796,1189.9932,443.69,147.8966667
51130,UP-2014-4500,DJ-3510,OFF-HOO-10004910,3146.4,6,524.4,0,629.28,104.88,2517.12,419.52,443.55,73.925
14405,ES-2014-2440513,MF-18250,TEC-MA-10001335,2456.619,11,223.329,0.15,664.719,60.429,1791.9,162.9,442.49,40.22636364
10745,IT-2011-5629016,TC-21295,FUR-TA-10000347,2228.6355,7,318.3765,0.35,-754.4145,-107.7735,2983.05,426.15,440.25,62.89285714
36859,CA-2014-133263,JE-15610,TEC-CO-10001449,2999.95,5,599.99,0,1439.976,287.9952,1559.974,311.9948,439.69,87.938
25850,IN-2014-65488,CP-12340,OFF-AP-10002090,4001.04,8,500.13,0,1440.24,180.03,2560.8,320.1,439.65,54.95625
16109,ES-2014-5530354,EH-14125,TEC-PH-10000493,4876.875,9,541.875,0.15,745.875,82.875,4131,459,439.41,48.82333333
22515,IN-2012-23782,NC-18340,FUR-TA-10003596,1788.822,6,298.137,0.3,204.282,34.047,1584.54,264.09,439.03,73.17166667
29269,IN-2014-37320,BF-11005,OFF-AP-10002244,3622.29,7,517.47,0,1267.77,181.11,2354.52,336.36,438.89,62.69857143
29651,ID-2013-31720,JS-16030,FUR-TA-10003179,1242.585,5,248.517,0.47,-140.715,-28.143,1383.3,276.66,437.85,87.57
10670,ES-2011-1712442,AM-10360,TEC-PH-10001396,4453.05,7,636.15,0,1424.85,203.55,3028.2,432.6,433.41,61.91571429
24859,IN-2014-78900,JF-15190,FUR-TA-10003078,2673.36,8,334.17,0,1069.2,133.65,1604.16,200.52,432.57,54.07125
24466,IN-2013-37803,AB-10015,FUR-CH-10003581,2046.195,5,409.239,0.1,591.045,118.209,1455.15,291.03,432.15,86.43
15359,ES-2013-3939561,JG-15160,FUR-TA-10000184,5451.3,6,908.55,0,2071.44,345.24,3379.86,563.31,432.13,72.02166667
39115,CA-2013-138478,DP-13390,OFF-BI-10001120,4535.976,3,1511.992,0.2,1644.2913,548.0971,2891.6847,963.8949,431.68,143.8933333
21670,IN-2014-56808,AG-10330,OFF-AP-10001956,1722.2832,4,430.5708,0.17,539.4432,134.8608,1182.84,295.71,430.04,107.51
33102,US-2013-116729,GK-14620,TEC-PH-10002200,2575.944,7,367.992,0.2,257.5944,36.7992,2318.3496,331.1928,429.66,61.38
